source_block,cue_id,start_seconds,end_seconds,text
189,189,520.29,523.74,alcance ya su ritmo que podrías decirles
190,190,523.74,525.96,aconsejarle pues que el tomen todo con
191,191,525.96,529.44,precaución con límites y aunque quieras
192,192,529.44,531.779,cosas rápidas al ritmo necesario porque
193,193,531.779,534.81,pues de nada sirve que te pongas un 20
194,194,534.81,536.94,hormonas al día si al final de cuentas
195,195,536.94,540.45,el riñón te ese hecho lo que no le sirve
196,196,540.45,542.82,esa nación trabajar más a tu riñón de
197,197,542.82,544.74,nada sirve tiene una cara bonita si todo
198,198,544.74,546.51,el organismo por dentro tienes afectado
199,199,546.51,549.12,si entonces te tenemos sobre el límite a
200,200,549.12,551.7,límite de las hormonas o bien será lento
201,201,551.7,553.98,será lo que tú quieras pero va a ser
202,202,553.98,556.56,algo que te va a dar más más tiempo de
203,203,556.56,559.41,vida por es decirlo y todos modos es que
204,204,559.41,561.36,como te repito el cuerpo a saber lo que
205,205,561.36,563.55,necesita y lo de mano derecha y es ahí
206,206,563.55,565.32,cuando todas las líneas y el día de hoy
207,207,565.32,567.18,tienes ya conocimiento de alguna
208,208,567.18,570.089,institución fundación lugar donde se
209,209,570.089,573.029,pueda acercar la gente escucharlo en la
210,210,573.029,574.8,ciudad de mexico que existe que no me
211,211,574.8,577.17,parece el clínica condesa creo no no no
212,212,577.17,578.79,recuerdo bien pero pues aquí en mi
213,213,578.79,581.25,ciudad pues siente que todavía falta
214,214,581.25,584.279,mucho lograr poner la comunidad en donde
215,215,584.279,586.67,puedes trabajar una mujer trans
216,216,586.67,588.99,deberíamos tener
217,217,588.99,591.27,sectores a trabajar no pero pues la
218,218,591.27,593.43,sociedad siempre ha dejado nada más el
219,219,593.43,596.52,estilismo del sector servicio y esa
220,220,596.52,599.339,limitación que cada cada lugar o cada
221,221,599.339,602.27,sector pues a mí tiene sus sus
222,222,602.27,604.8,actividades para aceptarnos porque por
223,223,604.8,607.529,ejemplo aquí en aquí en iguala es una
224,224,607.529,610.29,chica trans tiene una estética me iba un
225,225,610.29,612.899,chico a hacerse un corte por muy buena
226,226,612.899,615.33,que sea la chica trans la gente pide
227,227,615.33,617.459,platicar que fue a otra cosa y no
228,228,617.459,619.62,cortarse el cabello pero los chicos se
229,229,619.62,622.47,limitan los chicos se limitan a ir a esa
230,230,622.47,625.29,estética para evitar los rumores los
231,231,625.29,626.79,chismes que la gente después
232,232,626.79,628.26,prácticamente pues nos dejan otra vez en
233,233,628.26,631.709,ceros el vaso show a trabajar un show de
234,234,631.709,633.45,invitación y te dicen es que ya tiene
235,235,633.45,635.88,sospechosos que tienes esto y en este
236,236,635.88,638.04,bello y no sé qué entonces creo que lo
237,237,638.04,640.83,el show de travesía y peso de imitación
238,238,640.83,642.99,se va más por el cual por los chicos tal
239,239,642.99,645.27,vez ese poder como te puedes decir
240,240,645.27,648.99,dibujar el rostro de un artista de sí es
241,241,648.99,650.43,como que no
242,242,650.43,654.0,la gente sigue más la transformación de
243,243,654.0,657.3,hombre a mujer y no de transexual
244,244,657.3,660.75,como que entra el tope que nos pone la
245,245,660.75,665.779,gente para dedicarnos de imitación
246,246,670.01,671.72,pues
247,247,671.72,676.279,tampoco pueden limitar
248,248,676.339,679.14,siempre al final de cuentas nos ponen un
249,249,679.14,683.19,tope el ciclo y pues la mayoría correa
250,250,683.19,684.99,el sexoservicio por ejemplo aquí en mi
251,251,684.99,687.27,terreno tienen cuadra guerrero muchas
252,252,687.27,689.67,chicas este han ido a la ciudad de
253,253,689.67,692.72,méxico a trabajar en estos servicios
254,254,692.72,695.73,llegando las torneadas dos cirugías
255,255,695.73,698.07,inyecciones este muy guapas mis
256,256,698.07,701.49,espectaculares pero pues si tienen nada
257,257,701.49,704.459,si regresan a su ciudad pues con nada
258,258,704.459,706.44,fue lo único que la que es la sociedad
259,259,706.44,709.529,les dejó o sea meses de servicio después
260,260,709.529,711.6,se ven con la necesidad de volver a
261,261,711.6,714.08,regresar y volver
262,262,714.08,717.98,a trabajar en lo mismo te digo ya que en
263,263,717.98,721.1,guerrero es cada violeta fox en lo mejor
264,264,721.1,723.02,las ha escuchado hablar de ella acá
265,265,723.02,726.74,porque ella éste entró al instituto del
266,266,726.74,729.32,seguro social común como chico y ya
267,267,729.32,731.6,dentro comenzó su transición a las
268,268,731.6,733.85,cirugías y todo y después ya no le
269,269,733.85,735.26,pudieron hacer nada porque estaba dentro
270,270,735.26,738.23,que si yo voy a libertad con operaciones
271,271,738.23,740.72,con hormonas con todo a lo largo y voy a
272,272,740.72,742.31,un institucional bien el trabajo no me
273,273,742.31,743.93,los dan porque porque ya está es
274,274,743.93,746.75,transformada sí entonces estamos con nc
275,275,746.75,749.45,esa oportunidad de estar adentro para
276,276,749.45,751.13,comenzar la transición pero muchas
277,277,751.13,754.13,chicas cannes comienzan desde los 13 14
278,278,754.13,757.31,años entonces no no no no los dejan otra
279,279,757.31,759.14,opción entre un conocimiento de las
280,280,759.14,763.04,leyes que nos protegen a todos como
281,281,763.04,766.13,comunidad pero existe alguna específica
282,282,766.13,769.64,que a ustedes como transexuales con esta
283,283,769.64,772.88,este cambio es transición que tienen las
284,284,772.88,776.56,proteja específicamente o los proteja
285,285,776.56,780.4,supuestamente existen leyes
286,286,780.47,784.34,se la pasan por el arco del triunfo
287,287,784.34,786.78,necio de méxico me parece que ya puedes
288,288,786.78,789.15,cambiar la entidad degeneren tu
289,289,789.15,790.59,credencial de elector en el toast
290,290,790.59,794.51,papeles el problema está en que es
291,291,794.51,797.46,nacional el cambio pero yo no te lo de
292,292,797.46,800.07,sanz válido aquí en guerrero pues si yo
293,293,800.07,802.05,voy y me cambió el nombre en necesidad
294,294,802.05,804.42,de méxico ya no ya me la hacen de todos
295,295,804.42,807.129,estando aquí en mi estado
296,296,807.129,809.959,por ejemplo las chicas que vivieron que
297,297,809.959,812.779,nacieron también instaladas en válido
298,298,812.779,817.43,hace todo el papeleo pero como dicen que
299,299,817.43,819.23,es otra delegación no sé qué tantos
300,300,819.23,820.699,pelos por dentro ya no tiene chiste
301,301,820.699,822.889,encaste el cansancio de méxico en
302,302,822.889,824.72,cambiarse el nombre para venir a la
303,303,824.72,828.55,rectoría no porque es otra delegación
304,304,828.579,834.11,cómo describes tú hoy tu persona cómo te
305,305,834.11,837.589,sientes o cómo puedes compartir nos que
306,306,837.589,840.35,ha sido todo este proceso para ti
307,307,840.35,842.48,pues mira efectivamente hay un proceso
308,308,842.48,843.55,pues
309,309,843.55,847.37,fue o ha sido lento pero mismo nunca ha
310,310,847.37,852.639,sido como que sería muy ahí
311,311,852.889,857.459,palabra muy fuerte si me explico o sea
312,312,857.459,859.769,yo comencé mi vida como chiquilla
313,313,859.769,861.559,siempre fui como que muy femenina
314,314,861.559,863.819,comencé con la hormona o conversa con
315,315,863.819,865.29,puedo hablar un poco poquito porque
316,316,865.29,867.149,poquito me cambien fue muy muy poco a
317,317,867.149,868.86,poquito o sea no hubo como que tampoco
318,318,868.86,870.99,necesita es decir mamá o papá pase
319,319,870.99,872.699,quiero ser mujer no vamos a ya cuando se
320,320,872.699,875.67,dieron cuenta ya ya sabe el proceso
321,321,875.67,878.48,ella estaba
322,322,878.93,883.41,como que ya que la brujita de mujer no
323,323,883.41,884.86,fue
324,324,884.86,887.8,el drástico ya fue poco a poco los
325,325,887.8,889.48,viejos
326,326,889.48,891.779,pero más allá del tema físico
327,327,891.779,894.1,personalmente cómo te sientes sientes
328,328,894.1,896.44,realizada sientes que todavía te hace
329,329,896.44,901.3,falta algo o es difícil esta parte de la
330,330,901.3,903.24,sociedad pues fíjate que
331,331,903.24,906.01,nosotros te repito o sea la sociedad
332,332,906.01,908.35,pues al final de cuentas pues sí es
333,333,908.35,911.29,importante pero creo que si tu familia
334,334,911.29,913.72,te acepta que quiere te valora y te
335,335,913.72,915.49,estás a gusto con ellas pues no tienen
336,336,915.49,918.49,por qué importante lo que tú opines ella
337,337,918.49,920.399,necesita sobre mi persona
338,338,920.399,924.04,siempre la manera logran papá y si digo
339,339,924.04,926.04,estamos apartándose
340,340,926.04,930.339,este ponerme esto aplicarme esto y si
341,341,930.339,932.74,tengo como que planes pero no es como
342,342,932.74,935.44,que lleva firme a ello
343,343,935.44,937.35,sí
344,344,937.35,940.35,no
345,345,942.21,946.75,primero no no no no no pasa nada me
346,346,946.75,948.18,siento bien
347,347,948.18,953.28,me gustaría pero no me obsesiono
348,348,962.56,965.56,es
349,349,966.52,969.77,importante para mí éste es albín con
350,350,969.77,971.53,familia
351,351,971.53,974.21,si viene una pareja sin un hombre pasa
352,352,974.21,976.73,delante sino también o sea no es algo
353,353,976.73,981.47,que yo no es lo melo forza que no tengan
354,354,981.47,983.69,que tener pero hay con su chica estrados
355,355,983.69,986.0,que critican inmigración hasta la cárcel
356,356,986.0,989.75,porque la pareja se va porque la vi es
357,357,989.75,992.36,cuando me limito a conocer una a un
358,358,992.36,995.03,hombre sabe como que me meto mucho esta
359,359,995.03,997.52,idea no es la mejor situación mía mete
360,360,997.52,1000.19,ese idea es irnos a beber límite porque
361,361,1000.19,1002.05,te puedes meter en estos en esos
362,362,1002.05,1003.34,problemas
363,363,1003.34,1006.25,quizás justo a los a los chicos pero
364,364,1006.25,1008.2,pues siempre he metido mis límites a que
365,365,1008.2,1010.769,ver con las caras personas
366,366,1010.769,1015.389,me comentas al principio que un hombre
367,367,1015.389,1018.089,no se va a cortar el cabello a una
368,368,1018.089,1020.369,estética de una chica trans por miedo a
369,369,1020.369,1022.79,los rumores qué tan difícil ha sido
370,370,1022.79,1026.039,entablar una relación se termina
371,371,1026.039,1029.1,es muy difícil
372,372,1029.1,1031.26,además de que yo como te digo yo pongo
373,373,1031.26,1036.39,mis barreras vayan pero yo sube en unión
374,374,1036.39,1039.8,libre con un chico 8 años
375,375,1039.8,1043.19,y fue bueno en la fundación normal no sé
376,376,1043.19,1046.52,cómo una pareja rusa salíamos a comprar
377,377,1046.52,1048.34,salimos a cenar
378,378,1048.34,1050.92,simplemente la familia nunca lo aceptó
379,379,1050.92,1053.87,entonces la familia nunca aceptó y él le
380,380,1053.87,1056.12,dejan de cosas entonces él comenzó como
381,381,1056.12,1057.04,que a
382,382,1057.04,1059.93,quererse esconder de la gente para que
383,383,1059.93,1061.88,no fuera que dijeran a la familia y la
384,384,1061.88,1064.22,familia no lo dijera cosas a ver
385,385,1064.22,1067.25,entonces fue como que ahí el punto el
386,386,1067.25,1070.19,punto difícil difícil después al auto a
387,387,1070.19,1072.95,la vez yo digo bueno piensa vamos viendo
388,388,1072.95,1074.18,juntos o sea que le tiene que importar
389,389,1074.18,1076.79,la familia familia sabía que estábamos
390,390,1076.79,1079.04,juntos es su primera mente que lo
391,391,1079.04,1081.17,dejamos vivir sus vidas pero no usa le
392,392,1081.17,1083.0,metieron costa de metieron cosas hasta
393,393,1083.0,1085.37,que él comenzó a no querer seguir
394,394,1085.37,1087.14,conmigo viviendo en la misma casa
395,395,1087.14,1090.02,viviendo juntos entonces eso fue como
396,396,1090.02,1092.51,que lo que deterioró la anterior ola
397,397,1092.51,1094.73,reglas que no nos gusta y que ya no
398,398,1094.73,1096.56,hacíamos cosas de parejas a gramos está
399,399,1096.56,1099.2,más pareja pesen horas y de bajo bajo un
400,400,1099.2,1101.27,techo entonces cada que él suele tus
401,401,1101.27,1103.62,amigos con mis amigas
402,402,1103.62,1106.25,y pues eran como que
403,403,1106.25,1109.46,no éramos presionar en la casa
404,404,1109.46,1111.6,del agotó
405,405,1111.6,1114.09,rompió la educación y al final nos
406,406,1114.09,1116.87,separamos ya después de
407,407,1116.87,1121.59,ver dos o un año dos años comencé una
408,408,1121.59,1125.059,relación con un chico
409,409,1125.059,1127.21,durante el día
410,410,1127.21,1131.419,así fue una relación más libre porque su
411,411,1131.419,1135.289,familia aceptó la relación el chico me
412,412,1135.289,1137.33,llevó a su casa a aprender como su novia
413,413,1137.33,1141.259,su familia me me aceptó línea completa
414,414,1141.259,1143.029,sin colas por la familia con ser manos
415,415,1143.029,1144.98,con todo el mundo y más que todas van
416,416,1144.98,1146.83,muy bien si
417,417,1146.83,1151.309,hay veces que me conocieron cuenta no no
418,418,1151.309,1153.59,puedes decir no se dieron cuenta que yo
419,419,1153.59,1156.139,era tanto no porque con ese chico
420,420,1156.139,1159.159,estudiamos juntos en la primaria en
421,421,1159.159,1161.869,nuestra primera cita fue de un
422,422,1161.869,1164.769,reencuentro de ex compañeros de primaria
423,423,1164.769,1168.11,entonces ahí comenzó todo todo todo todo
424,424,1168.11,1170.919,no pongo empezamos como que a
425,425,1170.919,1174.639,a gustar y cómo salir y comenzó una
426,426,1174.639,1175.72,relación
427,427,1175.72,1181.35,la relación duró por cosillas
428,428,1182.139,1184.59,y ya de él
429,429,1184.59,1187.299,comenzamos como a salir en plan de
430,430,1187.299,1188.1,amigos
431,431,1188.1,1191.1,pero
432,432,1191.89,1195.28,después otros amigos con derechos
433,433,1195.28,1199.25,entonces él era él con él siempre fue
434,434,1199.25,1201.53,una relación a la que no le importó
435,435,1201.53,1204.08,nunca lo que la gente pintada y no fue
436,436,1204.08,1206.45,muy difícil para él salir hoy lo voy a
437,437,1206.45,1207.59,ofrecer es muy difícil porque por
438,438,1207.59,1209.69,ejemplo te ya no nos vemos el yo nos
439,439,1209.69,1211.85,vemos para nada no digamos nada del
440,440,1211.85,1214.19,mensaje pero hasta ahí y así será
441,441,1214.19,1216.95,complicado éste vuelve a tener relación
442,442,1216.95,1219.11,con una chica porque la gente lo vio
443,443,1219.11,1221.6,conmigo entonces la gente ya lo lo
444,444,1221.6,1225.94,señala de homosexual
445,445,1226.12,1228.5,yo siempre le dije sabes que cuando
446,446,1228.5,1230.23,comenzamos que
447,447,1230.23,1234.74,la gente te va a afectar o no nadie nos
448,448,1234.74,1236.029,asegura que no mostrar toda la vida
449,449,1236.029,1239.779,juntos te afecta ya a afectar el trabaja
450,450,1239.779,1242.57,entre inex y si no seas ha sido como que
451,451,1242.57,1245.179,no leo cullen porque saben que él me
452,452,1245.179,1248.57,vale pero si le ha hartado trabajo al
453,453,1248.57,1250.669,quien él conquista a una chica porque
454,454,1250.669,1252.74,las chicas aires que des hay porque son
455,455,1252.74,1254.62,visas con ella
456,456,1254.62,1258.57,si los tilos afecta con mucho a él
457,457,1258.57,1262.54,sí claro este es un punto que yo a ver
458,458,1262.54,1264.6,tú me dirás tú punto de vista
459,459,1264.6,1268.02,personalmente creo
460,460,1268.02,1270.87,si un hombre siente la fijación por una
461,461,1270.87,1273.24,mujer trans para mí continúa siendo un
462,462,1273.24,1276.75,alterne bears facial es un tema que la
463,463,1276.75,1279.48,sociedad reclama claridad si está una
464,464,1279.48,1282.99,plana de esos ojos si ese erróneo runner
465,465,1282.99,1285.78,ronroneo erróneo un hombre transexual
466,466,1285.78,1288.33,que le gusta transexual es porque es el
467,467,1288.33,1290.659,físico femenino
468,468,1290.659,1293.929,es una mujer de una mujer porque se
469,469,1293.929,1296.57,arregla con un objeto de zapatillas con
470,470,1296.57,1300.08,esto para él es una mujer él no cambia y
471,471,1300.08,1303.71,hay primeros chicos que me ha tocado
472,472,1303.71,1305.21,no te voy a decir que no tengo una vida
473,473,1305.21,1308.389,sexual cerrada no es así con sus chicos
474,474,1308.389,1311.239,y que yo me contactó con con chicos y
475,475,1311.239,1313.489,hay muchos chicos que él dicen sabes qué
476,476,1313.489,1317.169,positivo se cruza con que no estoy
477,477,1318.12,1321.659,no me afecta
478,478,1322.32,1324.48,eres mujer
479,479,1324.48,1327.97,porque no quiero ver esa parte todo es
480,480,1327.97,1331.26,respetable y todo
481,481,1331.34,1335.64,respetable aceptable sí creo que sí yo
482,482,1335.64,1339.05,siempre cuando una persona
483,483,1339.05,1343.79,llega a gustar a este adaptamos una cita
484,484,1343.79,1347.22,si se habla de sexo es que me a ver qué
485,485,1347.22,1348.69,es lo que quieres que lo que busca es
486,486,1348.69,1351.78,que lo que no pues es lado que usa para
487,487,1351.78,1355.23,saber a lo que vamos sí porque si me va
488,488,1355.23,1357.32,a dar como que
489,489,1357.32,1361.8,eres americano porque tienes ojos ya no
490,490,1361.8,1364.65,sabía hablar me viene claro es lo que
491,491,1364.65,1366.36,quieres creo que busca si se puede
492,492,1366.36,1371.26,adelante si no pues otro será no
493,493,1371.26,1373.76,es muy importante también desde ese
494,494,1373.76,1376.51,punto porque por ejemplo si ya de por sí
495,495,1376.51,1380.42,hemos luchado muchas chicas atrás que
496,496,1380.42,1383.48,quizás no fue mi caso lucharon para que
497,497,1383.48,1386.39,su familia de las acepte como que para
498,498,1386.39,1389.3,venir a decir que me da pena que no sea
499,499,1389.3,1392.09,no no no es así ya que enfrentamos lo
500,500,1392.09,1394.61,que lo que más miedo nos tiene que dar
501,501,1394.61,1397.4,que es el rechazo de la familia a los
502,502,1397.4,1399.19,demás sus valores obrando
503,503,1399.19,1401.42,sí y no sé
504,504,1401.42,1402.92,a mí no me importa que el vecino no me
505,505,1402.92,1405.05,quiera o clavecín a mí me burles casa no
506,506,1405.05,1408.05,me importa eso lo pongo en mi personal
507,507,1408.05,1410.48,ejemplo no sea cuando estoy en una cita
508,508,1410.48,1413.06,y que alguien me dice 'eres ha terminado
509,509,1413.06,1415.1,no eres terminado es como ni siquiera me
510,510,1415.1,1418.01,caja lo producto como porque me tendría
511,511,1418.01,1421.33,que parar a las prácticamente pero pues
512,512,1421.33,1424.28,a veces piense que si es necesario tocar
513,513,1424.28,1428.27,esos puntos porque si a mí me limitado
514,514,1428.27,1430.28,si me ha pasado decepciones sé que hay
515,515,1430.28,1432.53,no era lo que esperaba ja o sea y me
516,516,1432.53,1434.33,gusta
